#,formula,activity,Syngony,"length, nm","width, nm","depth, nm",surface,pol,surf,"Mw(coat), g/mol","Km, mM","Vmax, mM/s",ReactionType,"C min, mM","C max, mM","C(const), mM",Ccat(mg/mL),ph,"temp, °C",Zpotential,"SurfaceArea, m^2/g ",link,,,,,
606,Pt,oxidase,7,45,45,45,naked,0,Cetrimonium bromide,364.45,0.5300,0.000327000,TMB,0.0125,0.2000,no,0.0013000,3.9,25,,,https://doi.org/10.1038/srep40103,,,,,
607,Pt,oxidase,7,5,5,5,naked,0,sodium citrate,192.12,0.0544,0.005790000,quercetin,0.0100,0.0500,no,0.0200000,7,,,,https://doi.org/10.1021/acsami.5b05180,,,,,
608,Au,oxidase,7,13,13,13,naked,0,0,0.00,4.7300,0.000680000,glucose,5.0000,25.0000,no,,,34,,,https://https://doi.org/10.1021/acsnano.9b04366,,,,,
611,AuPt0.17,oxidase,7,65,16,16,poly(sodium styrene sulfate),0,Cetrimonium bromide,364.45,0.0060,0.000026200,TMB,0.8000,3.8000,no,,4.5,30,,,https://doi.org/10.1016/j.biomaterials.2010.09.040 ,,,,,
612,AuPt0.25,oxidase,7,65,16,16,poly(sodium styrene sulfate),0,Cetrimonium bromide,364.45,0.0130,0.000025000,TMB,0.8000,3.8000,no,,4.5,30,,,https://doi.org/10.1016/j.biomaterials.2010.09.040 ,,,,,
613,AuPt0.17,peroxidase,7,65,16,16,poly(sodium styrene sulfate),0,Cetrimonium bromide,364.45,0.0095,0.000102000,TMB + H2O2,0.8000,3.8000,20.000,,4.5,30,,,https://doi.org/10.1016/j.biomaterials.2010.09.040 ,,,,,
614,AuPt0.25,peroxidase,7,65,16,16,poly(sodium styrene sulfate),0,Cetrimonium bromide,364.45,0.0270,0.000181000,TMB + H2O2,0.8000,3.8000,20.000,,4.5,30,,,https://doi.org/10.1016/j.biomaterials.2010.09.040 ,,,,,
615,Ru0.1-V2O4,oxidase,,2000,250,250,naked,0,0,0.00,0.0450,0.000109000,TMB,0.0010,1.0000,no,0.0100000,3.5,25,-4.1,,https://doi.org/10.1016/j.snb.2021.130266 ,,,,,
616,Ru0.1-V2O4,peroxidase,,2000,250,250,naked,0,0,0.00,0.1830,0.000079000,TMB + H2O2,0.1000,1.0000,0.500,0.0050000,4,35,-4.1,,https://doi.org/10.1016/j.snb.2021.130266 ,,,,,
617,Ru0.1-V2O4,peroxidase,,2000,250,250,naked,0,0,0.00,0.0450,0.000136000,H2O2 + TMB,0.0100,0.1000,0.250,0.0050000,4,35,-4.1,,https://doi.org/10.1016/j.snb.2021.130266 ,,,,,
618,Pt,oxidase,7,1.7,1.7,1.7,poly(N-Vinylpyrrolidone),0,0,30000.00,0.3800,no,OPD,0.1000,5.0000,no,1.0000000,4,75,,,https://doi.org/10.1016/j.colsurfa.2021.126985,,,,,
619,Mn3O4,oxidase,4,800,800,800,naked,0,0,0.00,0.0272,0.000126700,TMB,0.0010,0.4000,no,0.0050000,4.5,37,,,https://doi.org/10.1039/C9RA01227C,,,,,
620,Au@Pt,oxidase,7,102,46,46,Cetrimonium bromide,0,0,364.45,129.0000,232.833333333,Catechol,,,no,0.0000500,6,20,17.93,,https://doi.org/10.1039/C5RA07636F,,,,,
621,AuPt0.2,oxidase,7,102,46,46,Cetrimonium bromide,0,0,364.45,6.7000,165.166666667,DOPA,,,no,0.0000500,6,20,17.93,,https://doi.org/10.1039/C5RA07636F,,,,,
622,AuPt0.2,oxidase,7,102,46,46,Cetrimonium bromide,0,0,364.45,651.0000,739.666666667,Pyrogallol,,,no,0.0000500,6,20,17.93,,https://doi.org/10.1039/C5RA07636F,,,,,
623,CeO2,oxidase,7,22.5,22.5,22.5,naked,0,0,0.00,0.0003,no,dopamine,0.0010,0.0020,no,1.0000000,6.5,25,,,https://doi.org/10.1016/j.aca.2015.04.052 ,,,,,
624,CeO2,oxidase,7,22.5,22.5,22.5,naked,0,0,0.00,0.1800,no,catechol,0.0010,0.8000,no,1.0000000,6.5,25,,,https://doi.org/10.1016/j.aca.2015.04.052 ,,,,,
626,MnO2,oxidase,3,4.5,4.5,4.5,BSA,0,0,66500.00,0.0390,0.005780000,TMB,1.0000,10.0000,no,0.0037000,4,35,-14.9,,https://doi.org/10.1039/C2AN35700C,,,,,
627,Au-Pt,oxidase,7,60,18,18,naked,0,Cetrimonium bromide,364.45,0.0089,0.000017700,TMB,0.0010,0.0500,no,,4.5,37,,,https://doi.org/10.1039/C3RA23215H,,,,,
628,AuPtAg0.33,oxidase,7,79,27,27,naked,0,Cetrimonium bromide,364.45,0.0065,0.000009200,TMB,0.0010,0.1400,no,,4.5,37,,,https://doi.org/10.1039/C3RA23215H,,,,,
629,AuPtAg0.5,oxidase,7,60,20,20,naked,0,Cetrimonium bromide,364.45,0.0065,0.000005600,TMB,0.0010,0.1400,no,,4.5,37,,,https://doi.org/10.1039/C3RA23215H,,,,,
630,Ag3PO4,oxidase,7,2000,2000,2000,naked,0,sodium citrate,192.12,0.1360,0.000893000,TMB,0.1000,0.8000,no,0.0100000,4,25,-41.6,16.91,https://doi.org/10.1007/s00604-020-04399-0,,,,,
634,Pt,oxidase,7,2.1,2.1,2.1,Chitosan,0,0,1526.50,0.0180,no,TMB,0.0010,0.0600,no,,5,37,22.4,,https://doi.org/10.1039/C7NR03399K,,,,,
635,Pt,oxidase,7,7,7,7,citric acid,0,0,192.12,0.0900,0.007000000,TMB,0.0010,0.1000,no,0.7000000,4,25,,,https://doi.org/10.1016/j.bios.2016.10.082 ,,,,,
638,TiO2,oxidase,4,4,4,4,catechol,0,0,110.10,0.1070,0.000156500,TMB,0.0500,0.3500,no,0.7500000,4,30,,,https://doi.org/10.1021/acs.analchem.5b02728,,,,,
639,Au@C,oxidase,,180,180,180,naked,0,0,0.00,0.1700,0.000049200,TMB,0.0010,0.8000,no,0.0500000,4.5,25,,178.8,https://doi.org/10.1021/acsami.7b17916,,,,,
640,Co3O4,catalase,7,100,21,21,naked,0,HMTA,140.19,24.7000,0.002380000,H2O2 + terephthalic acid,5.0000,30.0000,1.000,0.0200000,9,90,,,https://doi.org/10.1021/am406033q,,,,,
641,Co3O4,catalase,7,60,10,10,naked,0,ethylene glycol,62.07,4.8200,0.001890000,H2O2 + terephthalic acid,5.0000,30.0000,1.000,0.0200000,9,90,,,https://doi.org/10.1021/am406033q,,,,,
642,Co3O4,catalase,7,19,19,19,naked,0,0,0.00,63.9000,0.001230000,H2O2 + terephthalic acid,5.0000,30.0000,1.000,0.0200000,9,90,,,https://doi.org/10.1021/am406033q,,,,,
643,Fe3O4,peroxidase,7,650,650,650,naked,0,ethylene glycol,62.07,458.9000,0.000003060,H2O2 + TMB,0.0010,900.0000,0.800,0.0020000,4.5,,,,https://doi.org/10.1039/C6CC08542C,,,,,
644,Fe3O4,peroxidase,7,740,740,740,alanine,0,ethylene glycol,89.09,226.6000,0.000004450,H2O2 + TMB,0.0010,900.0000,0.800,0.0020000,4.5,,,,https://doi.org/10.1039/C6CC08542C,,,,,
645,Fe3O4,peroxidase,7,650,650,650,histidine,0,ethylene glycol,155.15,37.9900,0.000005280,H2O2 + TMB,0.0010,900.0000,0.800,0.0020000,4.5,,,,https://doi.org/10.1039/C6CC08542C,,,,,
646,Ir,catalase,7,1.5,1.5,1.5,poly(N-Vinylpyrrolidone),0,0,58000.00,297.0000,0.540000000,H2O2 +DMPO,0.0010,100.0000,50.000,0.6250000,7,37,,,https://doi.org/10.1021/acsami.5b01271,,,,,
647,Pt,catalase,7,1.87,1.87,1.87,apoferritin,0,0,440000.00,420.6000,0.840000000,H2O2 + DEPMPO,5.0000,100.0000,14.000,0.6700000,7.4,37,-27,,https://doi.org/10.1016/j.biomaterials.2010.11.004,,,,,
648,RuO2,catalase,7,4,4,4,naked,0,0,0.00,400.0000,0.968000000,H2O2,0.0010,800.0000,no,0.0010000,7,,,,https://doi.org/10.1002/chem.201200643,,,,,
649,Mn3O4,catalase,4,180,180,180,naked,0,0,0.00,0.5110,0.122166667,H2O2 + DMPO,0.0010,3.0000,100.000,0.0050000,7,25,,,https://doi.org/10.1002/anie.201708573,,,,,
650,CoFe2O4,catalase,7,164.8,164.8,164.8,poly(ethylene oxide),0,ethylene glycol,3400.00,34.5800,0.002330000,H2O2 + DMPO,0.0010,30.0000,0.000,0.0200000,6.8,,21,,https://doi.org/10.1021/acsnano.1c03128,,,,,
651,MoO2.8,catalase,2,3.1,3.1,3.1,poly(ethylene oxide),0,0,5000.00,6.7200,0.019600000,H2O2,2.5000,30.0000,?,0.0100000,9,,,,https://doi.org/10.1016/j.jcis.2018.12.093 ,,,,,
652,Eu2O2S,peroxidase,6,10,10,0.7,naked,oleic acid,oleylamine,267.49,0.0340,0.522000000,TMB + H2O2,0.0300,2.0000,,,4,40,,121.99,https://doi.org/10.1039/C5NJ02705E,,,,,
653,Eu2O2S,peroxidase,6,10,10,0.7,naked,oleic acid,oleylamine,267.49,30.1100,1.809000000,H2O2 + TMB,3.0000,80.0000,10.000,,4,40,,121.99,https://doi.org/10.1039/C5NJ02705E,,,,,
654,Eu2O2S,peroxidase,6,13,13,13,naked,0,trioctylphosphine,370.64,0.1400,0.683000000,TMB + H2O2,0.0300,2.0000,,,4,40,,68.69,https://doi.org/10.1039/C5NJ02705E,,,,,
655,Eu2O2S,peroxidase,6,13,13,13,naked,0,trioctylphosphine,370.64,142.3400,4.488000000,H2O2 + TMB,3.0000,80.0000,10.000,,4,40,,68.69,https://doi.org/10.1039/C5NJ02705E,,,,,
656,Eu2O2S,peroxidase,6,7,3,3,naked,0,oleylamine,267.49,0.1820,0.679000000,TMB + H2O2,0.0300,2.0000,,,4,40,,60.91,https://doi.org/10.1039/C5NJ02705E,,,,,
657,Eu2O2S,peroxidase,6,7,3,3,naked,0,oleylamine,267.49,195.4800,3.820000000,H2O2 + TMB,3.0000,80.0000,10.000,,4,40,,60.91,https://doi.org/10.1039/C5NJ02705E,,,,,
658,Eu2O3,peroxidase,6,150,150,150,naked,0,0,,0.2700,0.787000000,TMB + H2O2,0.0300,2.0000,,,4,40,,,https://doi.org/10.1039/C5NJ02705E,,,,,
659,Eu2O3,peroxidase,6,150,150,150,naked,0,0,,211.5900,4.366000000,H2O2 + TMB,3.0000,80.0000,10.000,,4,40,,,https://doi.org/10.1039/C5NJ02705E,,,,,
660,RuSe2,peroxidase,7,5,5,5,naked,Poloxalene,0,5750.00,1.2070,0.000724110,TMB + H2O2,0.0500,0.7500,2.500,0.0050000,4.5,60,,131.7,https://doi.org/10.1007/s41664-019-00104-0,,,,,
661,RuSe2,peroxidase,7,5,5,5,naked,Poloxalene,0,5750.00,0.9360,0.000131930,H2O2 + TMB,0.0010,50.0000,0.250,0.0050000,4.5,60,,131.7,https://doi.org/10.1007/s41664-019-00104-0,,,,,
662,RuSe2,peroxidase,7,5,5,5,naked,0,0,0.00,2.2200,0.000324460,TMB + H2O2,0.0500,0.7500,2.500,0.0050000,4.5,60,,10.03,https://doi.org/10.1007/s41664-019-00104-0,,,,,
663,RuSe2,peroxidase,7,5,5,5,naked,0,0,0.00,0.6450,0.000042340,H2O2 + TMB,0.0010,50.0000,0.250,0.0050000,4.5,60,,10.03,https://doi.org/10.1007/s41664-019-00104-0,,,,,
664,YVO4,peroxidase,4,15000,15000,15000,naked,0,0,0.00,0.1062,0.000361000,TMB + H2O2,0.1000,0.8000,2.000,0.0800000,4,25,-2.93,25.39,https://doi.org/10.1016/j.colsurfa.2021.126427,,,,,
665,YVO4,peroxidase,4,15000,15000,15000,naked,0,0,0.00,3.8200,0.000597000,H2O2 + TMB,1.0000,8.0000,0.200,0.0800000,4,25,-2.93,25.39,https://doi.org/10.1016/j.colsurfa.2021.126427,,,,,
666,Ce2(WO4)3,peroxidase,2,500,500,50,naked,0,0,0.00,0.0530,0.000170900,TMB + H2O2,0.0100,0.1000,2.500,0.0700000,4,25,-28.81,67.06,https://doi.org/10.1016/j.saa.2020.118499,,,,,
667,Ce2(WO4)3,peroxidase,2,500,500,50,naked,0,0,0.00,4.2500,0.000200600,H2O2 + TMB,1.0000,25.0000,0.800,0.0700000,4,25,-28.81,67.06,https://doi.org/10.1016/j.saa.2020.118499,,,,,
668,Mo5N6,peroxidase,,500,500,10,naked,0,0,0.00,1.4560,0.000059500,TMB + H2O2,0.1000,1.2000,0.050,0.0140000,3,37,,,https://doi.org/10.1007/s00604-021-05112-5,,,,,
669,Mo5N6,peroxidase,,500,500,10,naked,0,0,0.00,0.0820,0.000009000,H2O2 + TMB,0.0050,0.0500,0.400,0.0140000,3,37,,,https://doi.org/10.1007/s00604-021-05112-5,,,,,
670,CuS,peroxidase,6,6,6,6,naked,BSA,0,66500.00,0.4090,0.000063200,TMB + H2O2,0.2000,2.0000,20.000,,4.5,45,,,https://doi.org/10.1016/j.talanta.2021.122594,,,,,
671,CuS,peroxidase,6,6,6,6,naked,BSA,0,66500.00,0.4060,0.000054900,H2O2 + TMB,0.1000,20.0000,2.000,,4.5,45,,,https://doi.org/10.1016/j.talanta.2021.122594,,,,,
672,CuS,catalase,6,6,6,6,naked,BSA,0,66500.00,5.4700,0.004180000,H2O2,0.1000,20.0000,no,,9,60,,,https://doi.org/10.1016/j.talanta.2021.122594,,,,,
673,Co3O4,peroxidase,7,10,10,10,b-cyclodextrin,0,0,1135.00,0.1700,0.000028100,TMB + H2O2,0.1000,0.8000,5.000,1.0000000,4.4,25,,,https://doi.org/10.1016/j.snb.2019.127106,,,,,
674,Co3O4,peroxidase,7,10,10,10,b-cyclodextrin,0,0,1135.00,1.4200,0.000028500,H2O2 + TMB,1.0000,8.0000,0.500,1.0000000,4.4,25,,,https://doi.org/10.1016/j.snb.2019.127106,,,,,
675,Co3O4,peroxidase,7,10,10,10,naked,0,0,0.00,0.2500,0.000018500,TMB + H2O2,0.1000,0.8000,5.000,1.0000000,4.4,25,,,https://doi.org/10.1016/j.snb.2019.127106,,,,,
676,Co3O4,peroxidase,7,10,10,10,naked,0,0,0.00,5.1700,0.000017900,H2O2 + TMB,1.0000,8.0000,0.500,1.0000000,4.4,25,,,https://doi.org/10.1016/j.snb.2019.127106,,,,,
677,Fe0.8Ni0.2S2,peroxidase,,600,140,140,naked,0,0,0.00,0.2210,0.000219000,TMB + H2O2,0.0010,5.0000,0.250,0.0500000,4,25,,14.9,https://doi.org/10.1021/acs.jpcc.1c10325,,,,,
678,Fe0.8Ni0.2S2,peroxidase,,600,140,140,naked,0,0,0.00,0.0192,0.000241000,H2O2 + TMB,0.0010,1.2000,1.000,0.0500000,4,25,,14.9,https://doi.org/10.1021/acs.jpcc.1c10325,,,,,
679,Fe0.6Ni0.4S2,peroxidase,,300,300,300,naked,0,0,0.00,0.7970,0.000172000,TMB + H2O2,0.0010,5.0000,0.250,0.0500000,4,25,,12.8,https://doi.org/10.1021/acs.jpcc.1c10325,,,,,
680,Fe0.6Ni0.4S2,peroxidase,,300,300,300,naked,0,0,0.00,0.1230,0.000172000,H2O2 + TMB,0.0010,1.2000,1.000,0.0500000,4,25,,12.8,https://doi.org/10.1021/acs.jpcc.1c10325,,,,,
681,Fe0.4Ni0.6S2,peroxidase,,200,200,200,naked,0,0,0.00,0.9160,0.000102000,TMB + H2O2,0.0010,5.0000,0.250,0.0500000,4,25,,16.6,https://doi.org/10.1021/acs.jpcc.1c10325,,,,,
682,Fe0.4Ni0.6S2,peroxidase,,200,200,200,naked,0,0,0.00,0.2520,0.000145000,H2O2 + TMB,0.0010,1.2000,1.000,0.0500000,4,25,,16.6,https://doi.org/10.1021/acs.jpcc.1c10325,,,,,
683,FeS2,peroxidase,,400,50,50,naked,0,0,0.00,1.0800,0.000478000,TMB + H2O2,0.0010,5.0000,0.250,0.0500000,4,25,,7.5,https://doi.org/10.1021/acs.jpcc.1c10325,,,,,
684,FeS2,peroxidase,,400,50,50,naked,0,0,0.00,0.0907,0.000127000,H2O2 + TMB,0.0010,1.2000,1.000,0.0500000,4,25,,7.5,https://doi.org/10.1021/acs.jpcc.1c10325,,,,,
687,Cu9S8,peroxidase,6,133.78,133.78,133.78,naked,0,"Cetrimonium bromide, sodium laurate",364.45,0.6600,0.000007160,TMB + H2O2,0.1000,0.5000,0.100,0.4000000,,50,,6.29,https://doi.org/10.1016/j.jpcs.2021.110534,,,,,
688,Cu9S8,peroxidase,6,133.78,133.78,133.78,naked,0,"Cetrimonium bromide, sodium laurate",364.45,0.4490,0.000008510,H2O2 + TMB,0.1000,0.5000,0.100,0.4000000,,50,,6.29,https://doi.org/10.1016/j.jpcs.2021.110534,,,,,
689,ZnS,peroxidase,7,10,10,10,naked,0,0,0.00,0.3016,0.000031090,TMB + H2O2,0.0010,1.0000,10.000,0.0062500,4,40,,102.25,https://doi.org/10.1021/acssuschemeng.9b04043,,,,,
690,ZnS,peroxidase,7,10,10,10,naked,0,0,0.00,0.3080,0.000091533,H2O2 + TMB,0.0010,8.0000,0.816,0.0062500,4,40,,102.25,https://doi.org/10.1021/acssuschemeng.9b04043,,,,,
691,Bi2Fe4O9,peroxidase,3,396,396,20,naked,0,0,,0.0700,0.000021700,TMB + H2O2,0.0100,0.3000,5.000,0.0080000,3.5,45,-31.62,,https://doi.org/10.1016/j.jcis.2022.01.041,,,,,
692,Bi2Fe4O9,peroxidase,3,396,396,20,naked,0,0,,0.7300,0.000015600,H2O2 + TMB,0.1000,5.0000,0.300,0.0080000,3.5,45,-31.62,,https://doi.org/10.1016/j.jcis.2022.01.041,,,,,
693,FeS2,peroxidase,,200,200,200,naked,0,sodium citrate,192.12,0.1700,0.000039300,TMB + H2O2,0.0010,0.4500,0.200,0.0003000,4,45,-4.48,,https://doi.org/10.1016/j.bios.2019.111983,,,,,
694,FeS2,peroxidase,,200,200,200,naked,0,sodium citrate,192.12,0.3000,0.000056200,H2O2 + TMB,0.0010,0.8000,0.200,0.0003000,4,45,-4.48,,https://doi.org/10.1016/j.bios.2019.111983,,,,,
695,WS2,peroxidase,6,80,80,4.9,naked,0,0,,0.4300,0.000002000,TMB + H2O2,0.0100,2.0000,0.100,0.1000000,3,45,,,https://doi.org/10.1016/j.nantod.2022.101421,,,,,
696,WS2,peroxidase,6,80,80,4.9,naked,0,0,,13.1700,0.000010000,H2O2 + TMB,10.0000,100.0000,0.500,0.1000000,3,45,,,https://doi.org/10.1016/j.nantod.2022.101421,,,,,
697,WSe2,peroxidase,6,60,60,5.8,naked,0,0,,0.3200,0.000010300,TMB + H2O2,0.0100,2.0000,0.100,0.1000000,3,45,,,https://doi.org/10.1016/j.nantod.2022.101421,,,,,
698,WSe2,peroxidase,6,60,60,5.8,naked,0,0,,5.6300,0.000006000,H2O2 + TMB,10.0000,100.0000,0.500,0.1000000,3,45,,,https://doi.org/10.1016/j.nantod.2022.101421,,,,,
699,WTe2,peroxidase,3,450,450,5.4,naked,0,0,,0.2200,0.000153800,TMB + H2O2,0.0100,0.1000,0.100,0.1000000,3,45,,,https://doi.org/10.1016/j.nantod.2022.101421,,,,,
700,WTe2,peroxidase,3,450,450,5.4,naked,0,0,,0.3100,0.000155000,H2O2 + TMB,10.0000,100.0000,0.500,0.1000000,3,45,,,https://doi.org/10.1016/j.nantod.2022.101421,,,,,
701,CeCoO3,peroxidase,7,35,35,35,perylenediimide,0,0,390.30,0.0120,0.000010700,TMB + H2O2,0.0100,0.0800,250.000,,5,35,,,https://doi.org/10.1016/j.talanta.2020.121142,,,,,
702,CeCoO3,peroxidase,7,35,35,35,perylenediimide,0,0,390.30,18.6400,0.000029100,H2O2 + TMB,1.0000,10.0000,1.000,,5,35,,,https://doi.org/10.1016/j.talanta.2020.121142,,,,,
703,Fe3O4,peroxidase,7,30,30,30,perylenediimide,0,sodium citrate,390.30,0.0490,0.000026060,TMB + H2O2,0.0200,0.0800,0.250,0.3000000,3.8,45,8.639,,https://doi.org/10.1039/C7NJ00292K,,,,,
704,Fe3O4,peroxidase,7,30,30,30,perylenediimide,0,sodium citrate,390.30,0.7414,0.000015459,H2O2 + TMB,1.0000,6.0000,0.200,0.3000000,3.8,45,8.639,,https://doi.org/10.1039/C7NJ00292K,,,,,
705,Fe3O4,peroxidase,7,15,15,15,naked,0,sodium citrate,192.12,0.0603,0.000020770,TMB + H2O2,0.0200,0.0800,0.250,0.3000000,3.8,45,3.9627,,https://doi.org/10.1039/C7NJ00292K,,,,,
706,Fe3O4,peroxidase,7,15,15,15,naked,0,sodium citrate,192.12,3.9270,0.000017430,H2O2 + TMB,1.0000,6.0000,0.200,0.3000000,3.8,45,3.9627,,https://doi.org/10.1039/C7NJ00292K,,,,,
707,Cu2MoS4,peroxidase,7,28,28,12,poly(N-Vinylpyrrolidone),0,0,30000.00,1.3600,0.000272900,TMB + H2O2,0.0010,2.0000,1 000.000,0.0400000,4,25,,,https://doi.org/10.1002/smll.202001099,,,,,
708,Cu2MoS4,peroxidase,7,28,28,12,poly(N-Vinylpyrrolidone),0,0,30000.00,25.4600,0.000428100,H2O2 + TMB,0.0010,60.0000,2.000,0.0400000,4,25,,,https://doi.org/10.1002/smll.202001099,,,,,
709,Cu2MoS4,oxidase,7,28,28,12,poly(N-Vinylpyrrolidone),0,0,30000.00,0.0121,0.000110000,ascorbic acid + no,0.0010,0.1000,no,0.0080000,,25,,,https://doi.org/10.1002/smll.202001099,,,,,
710,Fe3O4,peroxidase,,130,130,130,naked,poly(ethylene oxide),ethyleneglycol,10000.00,0.2411,0.000650000,TMB + H2O2,0.0010,2.0000,1 000.000,0.0100000,3.6,37,,,https://doi.org/10.1038/s41596-018-0001-1,,,,,
711,Au,peroxidase,,13,13,13,naked,0,trisodium citrate,192.12,0.1277,0.000275000,TMB + H2O2,0.0010,0.9000,1 000.000,0.0100000,3.6,37,,,https://doi.org/10.1038/s41596-018-0001-1,,,,,
712,C,peroxidase,,150,150,150,naked,0,0,0.00,0.1037,0.000562000,TMB + H2O2,0.0010,2.0000,1 000.000,0.0100000,3.6,37,,,https://doi.org/10.1038/s41596-018-0001-1,,,,,
713,MnO2,oxidase,,100,20,20,naked,0,0,0.00,0.0270,0.000113000,TMB,0.0050,1.0000,no,0.0100000,3.8,25,,,https://doi.org/10.1080/03067319.2019.1599875,,,,,
714,MnO2,oxidase,,100,20,20,naked,0,0,0.00,0.0300,0.000046000,ABTS,0.0050,1.0000,no,0.0100000,3.8,25,,,https://doi.org/10.1080/03067319.2019.1599875,,,,,
715,MnOOH,oxidase,2,10000,50,50,naked,poly(N-Vinylpyrrolidone),0,10000.00,0.0370,0.000087000,TMB,0.0010,0.1000,no,0.0100000,4,,,,https://doi.org/10.1016/j.snb.2019.04.020,,,,,
716,Co3V2O8,peroxidase,,2500,138,138,naked,0,0,0.00,0.1790,0.000578000,TMB + H2O2,0.0100,0.4000,5.000,0.0500000,4,,,33.63 ,https://doi.org/10.1016/j.apcatb.2019.118256,,,,,
717,Co3V2O8,peroxidase,,2500,138,138,naked,0,0,0.00,0.1200,0.000053000,H2O2 + TMB,0.1000,4.0000,0.050,0.0500000,4,,,33.63 ,https://doi.org/10.1016/j.apcatb.2019.118256,,,,,
718,Co3V2O8,oxidase,,2500,138,138,naked,0,0,0.00,0.4440,0.000095000,TMB,0.0100,0.8000,0.000,0.0500000,4,,,33.63 ,https://doi.org/10.1016/j.apcatb.2019.118256,,,,,
719,Co3O4@NiO,peroxidase,7,4000,500,500,naked,0,0,0.00,0.0360,no,TMB + H2O2,0.0100,0.2000,10.000,3.0000000,4,,,,https://doi.org/10.1016/j.talanta.2018.01.019,,,,,
720,Co3O4@NiO,peroxidase,7,4000,500,500,naked,0,0,0.00,8.1700,no,H2O2 + TMB,0.5000,20.0000,0.100,3.0000000,4,,,,https://doi.org/10.1016/j.talanta.2018.01.019,,,,,
721,SiW12@Co3O4,peroxidase,7,250,250,250,naked,0,0,0.00,0.0230,0.000053000,TMB + H2O2,0.0100,1.0000,50.000,1.0000000,5,,-20,,https://doi.org/10.1039/C9AN01262A,,,,,
722,SiW12@Co3O4,peroxidase,7,250,250,250,naked,0,0,0.00,167.8000,0.000251000,H2O2 + TMB,50.0000,2 000.0000,0.500,1.0000000,5,,-20,,https://doi.org/10.1039/C9AN01262A,,,,,
723,Mo0.02-Co3O4,peroxidase,7,10000,200,200,naked,poly(N-Vinylpyrrolidone),0,1300000.00,0.0558,0.000095400,TMB + H2O2,0.0200,0.2000,10.000,3.0000000,4,,,158.89,https://doi.org/10.1021/acsanm.8b00945,,,,,
724,Mo0.02-Co3O4,peroxidase,7,10000,200,200,naked,poly(N-Vinylpyrrolidone),0,1300000.00,22.4800,0.000052450,H2O2 + TMB,2.0000,34.0000,0.100,3.0000000,4,,,158.89,https://doi.org/10.1021/acsanm.8b00945,,,,,
725,Au,peroxidase,,35,35,35,BSA,0,0,66500.00,0.0025,0.000062300,TMB + H2O2,0.0010,0.6000,400.000,0.0100000,3,40,-6,,https://doi.org/10.1016/j.bios.2011.02.014,,,,,
726,Au,peroxidase,,35,35,35,BSA,0,0,66500.00,25.3000,0.000072100,H2O2 + TMB,10.0000,300.0000,0.500,0.0100000,3,40,-6,,https://doi.org/10.1016/j.bios.2011.02.014,,,,,
727,FeS,peroxidase,6,50,50,50,naked,0,0,0.00,0.1300,no,TMB + H2O2,,,,0.0067000,7,25,,48.2,https://doi.org/10.1002/chem.200802158,,,,,
728,FeS,peroxidase,6,50,50,50,naked,0,0,0.00,7.2000,no,H2O2 + TMB,,,,0.0067000,7,25,,48.2,https://doi.org/10.1002/chem.200802158,,,,,
729,MoS2,peroxidase,,100,100,4,naked,0,0,0.00,0.5250,0.000042900,TMB + H2O2,0.2000,1.2000,0.080,0.0018000,6.9,30,,,https://doi.org/10.1039/C4NR03393K,,,,,
730,MoS2,peroxidase,,100,100,4,naked,0,0,0.00,0.0116,0.000051600,H2O2 + TMB,0.0100,0.1200,1.200,0.0018000,6.9,30,,,https://doi.org/10.1039/C4NR03393K,,,,,
731,Fe0.5Co0.5,peroxidase,0,12.8,12.8,12.8,naked,poly(N-Vinylpyrrolidone),0,,1.7900,0.000456000,TMB + H2O2,0.1000,2.5000,50.000,0.0035000,4,35,,,https://doi.org/10.1039/C3CC41569D,,,,,
732,Fe0.5Co0.5,peroxidase,0,12.8,12.8,12.8,naked,poly(N-Vinylpyrrolidone),0,,0.0600,0.000132000,H2O2 + TMB,0.0010,1.0000,0.800,0.0035000,4,35,,,https://doi.org/10.1039/C3CC41569D,,,,,
733,Fe,peroxidase,0,12.8,12.8,12.8,naked,poly(N-Vinylpyrrolidone),0,,0.3800,0.000238000,TMB + H2O2,0.1000,2.5000,50.000,0.0035000,4,35,,,https://doi.org/10.1039/C3CC41569D,,,,,
734,Fe,peroxidase,0,12.8,12.8,12.8,naked,poly(N-Vinylpyrrolidone),0,,0.3200,0.000410000,H2O2 + TMB,0.0010,1.0000,0.800,0.0035000,4,35,,,https://https://doi.org/10.1039/C3CC41569D,,,,,
735,Co,peroxidase,0,12.8,12.8,12.8,naked,poly(N-Vinylpyrrolidone),0,,5.0900,0.000099800,TMB + H2O2,0.1000,2.5000,50.000,0.0035000,4,35,,,https://doi.org/10.1039/C3CC41569D,,,,,
736,Co,peroxidase,0,12.8,12.8,12.8,naked,poly(N-Vinylpyrrolidone),0,,1.1400,0.000017200,H2O2 + TMB,0.0010,1.0000,0.800,0.0035000,4,35,,,https://doi.org/10.1039/C3CC41569D,,,,,
737,MnFe2O4,peroxidase,7,18,18,18,naked,0,0,0.00,27.5000,0.000104000,OPD + H2O2,5.0000,30.0000,60.000,0.0600000,7,25,,,https://doi.org/10.1002/aoc.4465,,,,,
738,CoFe2O4,peroxidase,7,15,15,15,naked,0,0,0.00,32.7000,0.000078000,OPD + H2O2,5.0000,25.0000,60.000,0.0600000,7,25,,,https://doi.org/10.1002/aoc.4465,,,,,
